entry_timeframe,alignment,window_minutes,events,mean_mfe_bps,median_mfe_bps,q25_mfe_bps,q75_mfe_bps,q90_mfe_bps,mean_mae_bps,median_mae_bps,q10_mae_bps,mean_terminal_return_bps,median_terminal_return_bps,terminal_win_rate,terminal_loss_rate,mean_time_to_mfe_minutes,median_time_to_mfe_minutes,target_25bps_hit_rate,target_25bps_median_hit_minutes,target_50bps_hit_rate,target_50bps_median_hit_minutes,target_100bps_hit_rate,target_100bps_median_hit_minutes,t25_s25_target_first_rate,t25_s25_stop_first_rate,t25_s25_resolved_events,t25_s25_resolved_target_win_rate,t50_s25_target_first_rate,t50_s25_stop_first_rate,t50_s25_resolved_events,t50_s25_resolved_target_win_rate,t50_s50_target_first_rate,t50_s50_stop_first_rate,t50_s50_resolved_events,t50_s50_resolved_target_win_rate,t100_s50_target_first_rate,t100_s50_stop_first_rate,t100_s50_resolved_events,t100_s50_resolved_target_win_rate,t100_s100_target_first_rate,t100_s100_stop_first_rate,t100_s100_resolved_events,t100_s100_resolved_target_win_rate
1m,DAILY_4H,240,14331,99.72672502562668,61.05951152390654,26.430839201955216,123.85393609295025,229.94512673111922,-92.07080760869434,-62.62743955723793,-206.5817919769397,-0.14548724816377806,-3.3222591362125353,0.4809154978717466,0.5179680413090503,108.95771404647269,100.0,0.7612867210941316,26.0,0.5697439117995953,55.0,0.3216802735329007,90.0,0.4908938664433745,0.49326634568418115,14104,0.49879466817923995,0.3152606238224827,0.6386155885841881,13670,0.33050475493782006,0.4440025120368432,0.4376526411276254,12635,0.503601108033241,0.23599190565906078,0.5298304375130836,10975,0.30815489749430525,0.2929314074384202,0.28727932454120436,8315,0.5048707155742633
1m,DAILY_4H_1H,15,8600,23.952027458002288,14.449433369106979,5.662878551638828,30.27976352811379,55.56838757424366,-22.630183518787014,-14.868542484412494,-49.88937241565317,0.07794115346867499,-0.622987188120816,0.48604651162790696,0.5094186046511628,7.272674418604651,7.0,0.31383720930232556,6.0,0.12255813953488372,8.0,0.029186046511627907,10.0,0.28569767441860466,0.2683720930232558,4765,0.5156348373557188,0.1063953488372093,0.2961627906976744,3462,0.26429809358752165,0.11941860465116279,0.09430232558139535,1838,0.558759521218716,0.02767441860465116,0.0986046511627907,1086,0.21915285451197053,0.029186046511627907,0.02116279069767442,433,0.5796766743648961
1m,DAILY_4H_1H,30,8600,35.44053444806331,21.21293178579453,8.665208974329431,44.63995122840958,82.04987781034778,-32.780339949955575,-21.168628726830896,-75.58318232765026,0.414888440284165,-0.9942697418696689,0.48290697674418603,0.5133720930232558,14.125116279069767,13.0,0.4432558139534884,9.0,0.2144186046511628,14.0,0.06755813953488372,17.0,0.3801162790697674,0.3638372093023256,6398,0.5109409190371991,0.1697674418604651,0.4190697674418605,5064,0.2883096366508689,0.20267441860465116,0.17930232558139536,3285,0.5305936073059361,0.062325581395348835,0.1936046511627907,2201,0.24352567014993184,0.06662790697674419,0.050348837209302326,1006,0.5695825049701789
1m,DAILY_4H_1H,60,8600,52.004198699767194,31.39976884767748,13.076477766170157,64.48567155315999,117.47141101465887,-47.03273527067814,-31.07255648663265,-107.35467560801558,0.6686528851495568,-1.4022667405239053,0.48348837209302326,0.5140697674418605,28.059418604651164,26.0,0.5720930232558139,14.0,0.33406976744186045,22.0,0.1330232558139535,30.0,0.4475581395348837,0.42872093023255814,7536,0.5107484076433121,0.2424418604651163,0.523953488372093,6591,0.31634046426945833,0.3033720930232558,0.2812790697674419,5028,0.5188941925218775,0.11755813953488373,0.3127906976744186,3701,0.27316941367198055,0.13,0.11127906976744185,2075,0.5387951807228916
1m,DAILY_4H_1H,120,8600,75.71758956990257,45.9555641642706,19.47091823821079,92.08199203056822,173.92048873116627,-67.86065667042486,-44.60058799380329,-155.97633840201794,-0.42019058924485136,-2.4008988419244037,0.48069767441860467,0.517093023255814,54.73139534883721,51.0,0.688953488372093,18.0,0.47093023255813954,35.0,0.22534883720930232,51.0,0.48965116279069765,0.46430232558139534,8204,0.5132862018527548,0.3016279069767442,0.5891860465116279,7661,0.33859809424357135,0.39988372093023256,0.37348837209302327,6651,0.5170651029920312,0.18174418604651163,0.43372093023255814,5293,0.2952956735310788,0.21220930232558138,0.19813953488372094,3529,0.5171436667611221
1m,DAILY_4H_1H,240,8600,110.58836535549368,66.12637719206282,28.194846821433806,136.73252633799316,261.2412041955375,-97.61936963653693,-66.61787938067488,-219.20786559339388,-1.7870947667572876,-5.8234006562157825,0.4705813953488372,0.5283720930232558,106.13116279069767,95.5,0.7756976744186046,23.0,0.5938372093023255,50.0,0.3524418604651163,85.0,0.5058139534883721,0.4797674418604651,8476,0.5132137800849458,0.3317441860465116,0.63,8271,0.34494015233949943,0.4653488372093023,0.43732558139534883,7763,0.5155223496071106,0.25546511627906976,0.5409302325581395,6849,0.32077675573076364,0.3177906976744186,0.2990697674418605,5305,0.5151743638077285
1m,DAILY_4H_1H_15M,15,4826,26.56416400585609,15.65927850284865,5.9950823516657925,33.45791001884202,61.77423593578424,-24.170932946737796,-15.557453330697356,-53.78629978333271,0.40012868203882895,-0.946319420313535,0.4805221715706589,0.5142975549108993,7.168462494819726,7.0,0.3460422710319105,5.0,0.14711976792374637,8.0,0.037919602154993785,10.0,0.30915872358060503,0.2801491918773311,2844,0.5246132208157525,0.12453377538334023,0.3139245752175715,2116,0.2840264650283554,0.14214670534604226,0.10422710319104848,1189,0.5769554247266611,0.035640281806879406,0.11065064235391629,706,0.24362606232294617,0.037919602154993785,0.024865312888520515,303,0.6039603960396039
1m,DAILY_4H_1H_15M,30,4826,39.64503705548881,23.392536739491597,9.350151835951781,49.9123722158662,90.41879344587333,-34.49723053021708,-22.131335258190887,-77.73132821941032,1.2413508582599968,-1.0743130959978142,0.48010774968918357,0.5167840861997514,13.920430998756734,13.0,0.47534189805221716,8.0,0.24906755076668047,13.0,0.08474927476170742,16.0,0.3999171156237049,0.3655200994612516,3694,0.5224688684353005,0.19353501864898467,0.4301699129714049,3010,0.3102990033222591,0.23290509738914214,0.1898052217157066,2040,0.5509803921568628,0.07791131371736428,0.20845420638209697,1382,0.27206946454413894,0.08392043099875673,0.05449647741400746,668,0.6062874251497006
1m,DAILY_4H_1H_15M,60,4826,58.728723366180155,33.681724719341055,14.032507574285313,72.00051431409892,134.1888286424986,-49.14303237003351,-32.39550627304743,-111.59923637913406,2.6089049776509055,-1.4386449166009507,0.4850808122668877,0.5124326564442603,27.73331951927062,26.0,0.5965602983837547,12.0,0.37132200580190633,21.0,0.15955242436800662,29.0,0.4593866556154165,0.4276833816825528,4281,0.5178696566222845,0.2619146290924161,0.5317032739328637,3830,0.3300261096605744,0.33257355988396187,0.2880232076253626,2995,0.5358931552587646,0.13903854123497722,0.32552838789888106,2242,0.2992863514719001,0.15582262743472855,0.11748860339825942,1319,0.5701288855193328
1m,DAILY_4H_1H_15M,120,4826,85.60525913047947,49.39879049583262,20.519483809109396,103.15752390641808,201.9760470017795,-70.88900380343975,-46.87859285791907,-164.9684472397861,1.8216978043341057,-3.3487562874934262,0.4763779527559055,0.5213427268959802,53.516991297140486,49.0,0.7034811438043929,16.0,0.49668462494819726,30.0,0.25922088686282635,48.0,0.4977206796518856,0.46062992125984253,4625,0.5193513513513514,0.30708661417322836,0.5932449233319519,4345,0.3410817031070196,0.4144218814753419,0.37588064649813513,3814,0.5243838489774515,0.20430998756734356,0.4444674678823042,3131,0.3149153625039923,0.24140074595938665,0.20576046415250726,2158,0.5398517145505097
1m,DAILY_4H_1H_15M,240,4826,124.69501950047164,72.70058957558834,29.548180125666402,154.99671024648995,295.0034132642143,-100.9904065941003,-70.85187244867231,-231.36911066953925,1.3052015457135635,-8.698826974588014,0.4579361790302528,0.5406133443845835,103.11956071280564,90.5,0.7836717778698715,20.0,0.6079569001243266,43.0,0.38955656858682136,76.5,0.5105677579776212,0.4749274761707418,4756,0.5180824222035324,0.3338168255283879,0.6319933692498964,4661,0.34563398412357865,0.4709904682967261,0.4378367177786987,4386,0.5182398540811674,0.27414007459593864,0.547244094488189,3964,0.3337537840565086,0.3458350600911728,0.3050145047658516,3141,0.5313594396688952
1m,DAILY_ONLY,15,24766,21.080677713851422,12.72744911570256,5.026453099813422,26.877615297717373,49.14591308081695,-20.14828784556284,-13.313478949922297,-44.81066877453088,-0.024792507890071196,-0.5318349054628246,0.4835661794395542,0.5105790196236776,7.212387951223452,7.0,0.2739239279657595,6.0,0.09674553823790681,8.0,0.02079463780990067,10.0,0.25304853428086893,0.24028910603246387,12218,0.5129317400556556,0.08620689655172414,0.2608010982798999,8594,0.24842913660693508,0.09472664136315917,0.07582976661552128,4224,0.5553977272727273,0.019987079060001616,0.07805055317774368,2428,0.20387149917627678,0.020754259872405718,0.01433416781070823,869,0.5914844649021864
1m,DAILY_ONLY,30,24766,30.572346002368157,18.82366069148711,7.520398625914249,38.897278754249086,70.14490623348246,-29.343781404081028,-19.272604288916305,-65.70681343553542,0.09222730893033615,-0.8176586942759689,0.48501978518937255,0.5111846886861019,14.07639505774045,13.0,0.4010740531373657,10.0,0.17560365016554955,14.0,0.048534280868933216,17.0,0.3492287813938464,0.3430509569571186,17145,0.5044619422572179,0.14447226035694097,0.3873455543890818,13171,0.2716574292005163,0.16781070822902366,0.15456674473067916,7984,0.5205410821643287,0.0454655576193168,0.16235968666720504,5147,0.21876821449387993,0.048090123556488736,0.03763223774529597,2123,0.5609985869053227
1m,DAILY_ONLY,60,24766,44.133381028719924,27.59264017970886,11.501106141853512,55.849586330026234,100.50828403230905,-42.47368022295504,-27.939445575073663,-95.57181386965485,0.40598188657769235,-0.6232171670605968,0.4917225228135347,0.5054106436243236,28.046475006056692,26.0,0.5325849955584269,15.0,0.28644108858919487,24.0,0.10098522167487685,32.0,0.42344343050956956,0.42368569813453927,20980,0.4998570066730219,0.21368004522328998,0.5034725026245659,17761,0.29795619616012614,0.2633449083420819,0.25502705321812164,12838,0.5080230565508647,0.09080998142614875,0.27679076152790116,9104,0.24703427065026362,0.09892594686263426,0.08850843898893644,4642,0.5277897457992244
1m,DAILY_ONLY,120,24766,64.44078711632338,40.38624849401318,17.13401503406431,81.40044907658906,147.54559652513265,-61.339225269878156,-40.11379173938346,-140.44427974507002,0.5089875337891827,-0.6299023624312117,0.4932972623758378,0.5043608172494549,55.751231527093594,53.0,0.6568279092303965,21.0,0.4252200597593475,39.0,0.18884761366389405,56.0,0.4712105305660987,0.4693935233788258,23295,0.5009658725048294,0.276911895340386,0.584672534926916,21338,0.32139844409035523,0.36695469595413066,0.3513688120810789,17790,0.5108487914558741,0.15618186223047728,0.3989744003876282,13749,0.2813295512400902,0.18040862472744892,0.16797221997900347,8628,0.5178488641631896
1m,DAILY_ONLY,240,24766,93.28855252639327,59.123578596864675,25.693253574160522,117.41426972668945,213.62720857431407,-88.62240674302593,-58.613861386138666,-199.8147302459846,0.9707937961094888,-1.6437413269071444,0.4893806024388274,0.5092869256238391,109.87640313332795,103.0,0.7558749899055156,27.0,0.5605265283049342,59.0,0.30440927077444885,93.0,0.4917225228135347,0.4894613583138173,24300,0.5011522633744856,0.3133327949608334,0.6334894613583139,23449,0.3309309565439891,0.4413712347573286,0.4253815715093273,21466,0.5092238889406503,0.2261568279092304,0.5158281514980215,18376,0.3047997387897257,0.2783655010902043,0.27154162965355727,13619,0.5062045671488362
1m,FULL_ALIGNMENT,15,2799,29.008698344818015,16.817676334930365,6.191638428423296,37.162140358733,68.47977375828364,-25.53672469168186,-16.682886139303132,-55.42796279780693,0.7609434625441521,-1.2367679879476956,0.47624151482672383,0.519113969274741,7.038585209003215,6.0,0.3776348695962844,5.0,0.16934619506966775,7.0,0.046802429439085386,10.0,0.3340478742408003,0.29403358342265096,1758,0.5318543799772468,0.1414790996784566,0.3347624151482672,1333,0.2970742685671418,0.16291532690246516,0.10932475884244373,762,0.5984251968503937,0.043586995355484104,0.11754197927831368,451,0.270509977827051,0.046802429439085386,0.02750982493747767,208,0.6298076923076923
1m,FULL_ALIGNMENT,30,2799,43.89361926693574,25.54744525547381,9.765734745141863,55.027621229716274,101.15356721276127,-36.07736079424965,-23.483350151362046,-80.1367125125858,2.6872923092125096,-1.015906964310087,0.48302965344765986,0.5144694533762058,13.772418720971775,12.0,0.5069667738478028,8.0,0.2765273311897106,13.0,0.10325116112897463,16.0,0.42015005359056806,0.37727759914255093,2232,0.5268817204301075,0.21186137906395142,0.45158985351911396,1857,0.3193322563274098,0.2572347266881029,0.1939978563772776,1263,0.5700712589073634,0.09431939978563773,0.2150768131475527,866,0.30484988452655887,0.10182207931404073,0.05894962486602358,450,0.6333333333333333
1m,FULL_ALIGNMENT,60,2799,64.13927699199091,37.543561659882926,14.959662381751615,78.78663117818152,147.98239462717567,-50.635979799050546,-33.7186897880537,-115.43120715229716,3.1641687804760736,-2.0868671842799724,0.47874240800285817,0.519113969274741,27.02750982493748,25.0,0.6237942122186495,11.0,0.40514469453376206,19.5,0.18756698821007503,28.0,0.4715969989281886,0.43229724901750627,2530,0.5217391304347826,0.2779564130046445,0.5462665237584852,2307,0.3372345036844387,0.3579849946409432,0.2890317970703823,1811,0.5532854776366648,0.16148624508753126,0.32833154698106465,1371,0.3296863603209336,0.18220793140407288,0.11825652018578063,841,0.6064209274673008
1m,FULL_ALIGNMENT,120,2799,92.42754690286708,55.33383559691352,22.402381600212795,116.12002231271234,221.88445322107023,-72.98587082751088,-48.611381325158746,-167.69476081237488,4.235704801480967,-2.7467579250728402,0.48160057163272596,0.5158985351911397,53.11611289746338,48.0,0.7259735619864237,14.0,0.5344765987852804,29.0,0.2897463379778492,43.0,0.5080385852090032,0.45837799214005004,2705,0.5256931608133086,0.32618792425866383,0.5966416577349053,2583,0.3534649632210608,0.4437299035369775,0.3762057877813505,2295,0.5411764705882353,0.22615219721329047,0.44765987852804573,1886,0.3356309650053022,0.2675955698463737,0.20507324044301536,1323,0.5661375661375662
1m,FULL_ALIGNMENT,240,2799,134.37512744225495,78.56559449263001,32.391429723216405,161.86456921830404,313.13359516455506,-102.42327020891715,-72.97931262529201,-233.71194956257477,5.214941065203705,-8.251603954106956,0.46266523758485173,0.5359056806002144,101.61343336906037,88.0,0.8002858163629868,18.0,0.6463022508038585,40.0,0.4137191854233655,68.0,0.5173276170060735,0.4715969989281886,2768,0.523121387283237,0.34798142193640585,0.6230796713111826,2718,0.35835172921265634,0.49874955341193283,0.42908181493390496,2597,0.5375433192144783,0.29403358342265096,0.5476956055734191,2356,0.349320882852292,0.36441586280814575,0.30439442658092175,1872,0.5448717948717948
5m,DAILY_4H,15,2878,23.464586895192845,13.651050202648785,5.237116549567933,29.357069964727756,53.58977199714676,-21.400235188379877,-14.163749818020822,-49.92340996779588,0.33569814889228633,-1.1897949173128586,0.4722029186935372,0.5236275191104934,7.00416956219597,6.0,0.29812369701181374,6.0,0.113273106323836,7.0,0.03022932592077832,8.0,0.26476719944405835,0.2477414871438499,1475,0.5166101694915254,0.09798471160528145,0.2738012508686588,1070,0.2635514018691589,0.1108408617095205,0.0945100764419736,591,0.5397631133671743,0.028839471855455177,0.09937456567060458,369,0.22493224932249323,0.03022932592077832,0.015635858234885336,132,0.6590909090909091
5m,DAILY_4H,30,2878,34.75741128610511,20.358146117716025,8.362702155165213,42.163279220464034,77.51317184681295,-30.92021315917226,-20.488032028833093,-71.1348984345469,0.5229310754358629,-1.4565280545908443,0.4722029186935372,0.5246699096594858,13.939193884642112,13.0,0.42981236970118136,9.0,0.20465601111883253,13.0,0.05941626129256428,15.0,0.35649756775538566,0.34537873523280055,2020,0.5079207920792079,0.16191799861014594,0.3957609451007644,1605,0.2903426791277259,0.19249478804725503,0.16990965948575398,1043,0.5311601150527325,0.054204308547602505,0.1834607366226546,684,0.22807017543859648,0.05941626129256428,0.046907574704656015,306,0.5588235294117647
5m,DAILY_4H,60,2878,50.28135854809923,30.06538306759232,12.147133208270656,61.304496937041876,109.90947991774992,-44.164362914304704,-28.58959479204337,-103.49663651839792,0.1525514728588875,-1.7077360122047525,0.4777623349548297,0.5198054204308548,26.861362056984017,24.0,0.5580264072272412,14.0,0.3227936066712995,23.0,0.12300208478109799,31.0,0.43015983321751217,0.4179986101459347,2441,0.5071691929537075,0.23002084781097984,0.5003474635163307,2102,0.3149381541389153,0.2883947185545518,0.2564280750521195,1568,0.5293367346938775,0.10597637248088951,0.28735232800555943,1132,0.26943462897526504,0.12056984016678249,0.09763724808895066,628,0.552547770700637
5m,DAILY_4H,120,2878,70.18006001259889,42.70470207028643,17.515433182228037,87.24022260298725,159.15625530958428,-64.82710308689066,-42.68829136064522,-147.79651575842024,-2.962353451505773,-3.567978769663527,0.4722029186935372,0.5260597637248089,52.28978457261987,46.0,0.6692147324530924,19.0,0.4457956914523975,34.0,0.21056289089645588,52.0,0.4718554551772064,0.4735927727588603,2721,0.49908122013965456,0.28422515635858236,0.5896455872133426,2515,0.32524850894632207,0.3783877692842252,0.3533703961084086,2106,0.5170940170940171,0.17164697706740792,0.41452397498262683,1687,0.2928275044457617,0.20152883947185546,0.18241834607366225,1105,0.5248868778280543
5m,DAILY_4H,240,2878,100.77973075360528,61.74330420569252,26.663102955364337,126.80538136053798,234.9955987820889,-91.53837397279874,-62.85917712222144,-205.65198691520226,1.1343311121354103,-4.234123501807852,0.4770674079221682,0.5215427380125087,105.21994440583738,94.0,0.76546212647672,24.0,0.5833912439193885,51.0,0.33043780403057676,90.0,0.49200833912439196,0.48992355802640725,2826,0.5010615711252654,0.31897150799166085,0.6323835997220292,2738,0.3352812271731191,0.45205003474635164,0.4322446143154969,2545,0.5111984282907662,0.2359277275886032,0.5267546907574705,2195,0.30933940774487473,0.29881862404447534,0.28214037526059765,1672,0.5143540669856459
5m,DAILY_4H_1H,15,1650,26.469174916463313,15.270510463101239,5.971405467782853,33.02899252560498,58.48624058988874,-22.834694471055695,-15.050269639615976,-51.484941420108065,1.0496879883182495,-1.2150301465652102,0.47515151515151516,0.5218181818181818,7.004848484848485,6.0,0.33575757575757575,5.0,0.1321212121212121,6.0,0.038181818181818185,7.0,0.2915151515151515,0.25333333333333335,899,0.5350389321468298,0.11212121212121212,0.28363636363636363,653,0.2833078101071976,0.1290909090909091,0.1006060606060606,379,0.5620052770448549,0.03636363636363636,0.10787878787878788,238,0.25210084033613445,0.038181818181818185,0.02181818181818182,99,0.6363636363636364
5m,DAILY_4H_1H,30,1650,39.565056708455984,22.548244662369264,9.405994882801249,46.40149142813466,89.69043515335368,-33.3352194120573,-21.80686417521116,-77.06335802880504,1.0357196501173975,-2.0988413802341954,0.4624242424242424,0.5351515151515152,13.52909090909091,12.0,0.46,8.0,0.23030303030303031,13.0,0.07757575757575758,16.0,0.37393939393939396,0.35454545454545455,1202,0.5133111480865225,0.17939393939393938,0.4103030303030303,973,0.30421377183967113,0.21636363636363637,0.17515151515151514,646,0.5526315789473685,0.0703030303030303,0.19454545454545455,437,0.2654462242562929,0.07757575757575758,0.05818181818181818,224,0.5714285714285714
5m,DAILY_4H_1H,60,1650,56.968844565627315,32.85511289247811,13.213639652567277,67.20779508165076,123.03222271105189,-47.69809188424003,-31.569070806552467,-109.82174634020137,-0.6877839325674149,-4.039410131010945,0.4581818181818182,0.5412121212121213,26.10969696969697,22.0,0.5836363636363636,13.0,0.3496969696969697,21.0,0.14606060606060606,29.0,0.43757575757575756,0.42848484848484847,1429,0.5052484254723583,0.24242424242424243,0.5230303030303031,1263,0.3167062549485352,0.3103030303030303,0.26545454545454544,950,0.5389473684210526,0.12484848484848485,0.30363636363636365,707,0.2913719943422914,0.14242424242424243,0.10424242424242425,407,0.5773955773955773
5m,DAILY_4H_1H,120,1650,78.68472056353278,46.702720708301506,19.098096613721083,96.83122601255923,184.86185677775538,-70.04073728120372,-46.98153501767888,-155.35806199717084,-5.080868968907932,-5.999913129750567,0.4527272727272727,0.5454545454545454,50.98909090909091,43.0,0.6848484848484848,16.0,0.4824242424242424,32.5,0.2387878787878788,49.0,0.47333333333333333,0.4818181818181818,1576,0.49555837563451777,0.3,0.6036363636363636,1491,0.3319919517102616,0.4084848484848485,0.36303030303030304,1273,0.5294579732914375,0.1921212121212121,0.43575757575757573,1036,0.305984555984556,0.22606060606060607,0.19272727272727272,691,0.5397973950795948
5m,DAILY_4H_1H,240,1650,110.6748359419023,67.27922500094908,28.49721873076472,139.86445200659227,270.3064651616645,-97.91891277453551,-66.6219880114266,-216.41564160093498,-1.5920692207758669,-8.93411688336565,0.45696969696969697,0.5418181818181819,102.44121212121212,88.0,0.78,21.0,0.6139393939393939,49.0,0.35515151515151516,80.0,0.4909090909090909,0.4951515151515152,1627,0.49784880147510757,0.33151515151515154,0.6387878787878788,1601,0.34166146158650845,0.4793939393939394,0.4303030303030303,1501,0.5269820119920053,0.25696969696969696,0.54,1315,0.3224334600760456,0.3212121212121212,0.29393939393939394,1015,0.5221674876847291
5m,DAILY_4H_1H_15M,15,766,28.735337121236242,16.362319307746674,6.117571206998851,35.04675773151888,64.69782334121987,-25.425205855644368,-16.492825583795945,-56.68943522117886,1.068379549088841,-1.0547780499758908,0.47389033942558745,0.5221932114882507,7.026109660574413,6.0,0.36553524804177545,5.0,0.1566579634464752,6.5,0.04046997389033943,7.0,0.3093994778067885,0.26631853785900783,441,0.5374149659863946,0.13315926892950392,0.3028720626631854,334,0.30538922155688625,0.15013054830287206,0.1227154046997389,209,0.5502392344497608,0.03655352480417755,0.13315926892950392,130,0.2153846153846154,0.04046997389033943,0.03655352480417755,59,0.5254237288135594
5m,DAILY_4H_1H_15M,30,766,46.15117832437787,25.050952069337605,10.679226317343304,52.95841256274747,96.80736309944815,-36.48162237397735,-22.988877029618273,-82.68825970873527,3.7431893683899298,-2.3537947567514594,0.4516971279373368,0.5456919060052219,13.909921671018276,13.0,0.5013054830287206,8.0,0.27284595300261094,12.0,0.09138381201044386,17.0,0.39425587467362927,0.36161879895561355,579,0.5215889464594128,0.21279373368146215,0.42297650130548303,487,0.3347022587268994,0.2545691906005222,0.195822454308094,345,0.5652173913043478,0.07963446475195822,0.22323759791122716,232,0.2629310344827586,0.09138381201044386,0.07180156657963446,125,0.56
5m,DAILY_4H_1H_15M,60,766,66.07196527336953,36.82592608053259,14.661306659401463,73.04544379481025,142.1773976443552,-51.22257876159141,-34.04501390266823,-121.57976771603018,2.3112192084136582,-4.674991404817752,0.45430809399477806,0.5443864229765013,25.886422976501304,22.0,0.6122715404699739,11.0,0.4007832898172324,19.0,0.16449086161879894,26.0,0.45039164490861616,0.42689295039164493,672,0.5133928571428571,0.28067885117493474,0.52088772845953,614,0.3501628664495114,0.35117493472584854,0.2741514360313316,479,0.5615866388308977,0.13446475195822455,0.33159268929503916,357,0.28851540616246496,0.15926892950391644,0.11618798955613577,211,0.5781990521327014
5m,DAILY_4H_1H_15M,120,766,91.14828990192399,52.16107780355195,20.561333217607448,102.74501936470226,216.53851743667963,-74.89729011877982,-52.40316564165681,-167.3954148180834,-5.322783170460087,-7.008019156126699,0.4490861618798956,0.5496083550913838,49.20626631853786,41.0,0.6984334203655352,14.0,0.5143603133159269,27.0,0.25718015665796345,45.0,0.47911227154047,0.47911227154047,734,0.5,0.32114882506527415,0.5966057441253264,703,0.34992887624466573,0.42428198433420367,0.3825065274151436,618,0.5258899676375405,0.2010443864229765,0.47911227154047,521,0.29558541266794625,0.24281984334203655,0.21279373368146215,349,0.5329512893982808
5m,DAILY_4H_1H_15M,240,766,123.62773412645163,70.95626710096225,29.676110098915686,160.2349705542949,294.3516269229862,-104.69717836658008,-70.96205436801063,-231.49932963422714,-2.6409704927841284,-11.101255604106797,0.4516971279373368,0.5469973890339426,98.7597911227154,77.0,0.7845953002610966,17.0,0.6331592689295039,40.0,0.3785900783289817,75.5,0.4934725848563969,0.489556135770235,753,0.50199203187251,0.34986945169712796,0.6279373368146214,749,0.35781041388518026,0.4908616187989556,0.43342036553524804,708,0.5310734463276836,0.26240208877284593,0.5600522193211488,630,0.319047619047619,0.3433420365535248,0.30809399477806787,499,0.5270541082164328
5m,DAILY_ONLY,15,4978,22.07627837550777,13.037809831137892,4.982569118999192,27.751247905141163,51.124033775049824,-20.417065687294976,-13.451766883073034,-46.49533837255737,-0.15734161033596075,-1.1761258446491007,0.4704700683005223,0.5243069505825633,6.9582161510646845,6.0,0.28143832864604257,6.0,0.10445962233828847,7.0,0.026114905584572117,8.0,0.25431900361591,0.23242265970269185,2423,0.5224927775484935,0.09220570510245078,0.25652872639614305,1736,0.26440092165898615,0.10245078344716754,0.08437123342707915,930,0.5483870967741935,0.02511048613901165,0.08818802732020892,564,0.22163120567375885,0.026114905584572117,0.015066291683406991,205,0.6341463414634146
5m,DAILY_ONLY,30,4978,32.46178279368284,19.28357046071083,7.670388517404536,40.38932239664728,73.46660238391301,-29.338475542136358,-19.23397223047796,-66.85744884981193,0.5384964791710877,-1.1651652903016396,0.47830453997589395,0.5186822016874246,13.868220168742466,13.0,0.4120128565689032,9.0,0.19043792687826436,14.0,0.05363599839292889,16.0,0.35054238650060265,0.33186018481317797,3397,0.5136885487194583,0.15648854961832062,0.37987143431096826,2670,0.2917602996254682,0.18200080353555645,0.15829650462032946,1694,0.5348288075560803,0.04981920449979912,0.16914423463238248,1090,0.22752293577981653,0.0532342306147047,0.04218561671353958,475,0.5578947368421052
5m,DAILY_ONLY,60,4978,47.09804493466961,28.76314045678341,11.674123005080418,58.360275880735,106.06129882223381,-41.805061420192956,-27.26710813298783,-94.75183884390792,0.9405539376095547,-0.9294351053218408,0.4889513860988349,0.5074327038971475,27.314182402571312,25.0,0.5464041783848935,15.0,0.3019284853354761,23.0,0.10968260345520289,31.0,0.42969063881076736,0.4083969465648855,4172,0.5127037392138063,0.22318200080353556,0.4881478505423865,3541,0.31375317706862466,0.2756126958617919,0.24166331860184814,2575,0.5328155339805826,0.09642426677380474,0.26838087585375653,1816,0.2643171806167401,0.10727199678585778,0.088388911209321,974,0.5482546201232033
5m,DAILY_ONLY,120,4978,66.06203856777528,40.668506187094835,17.066712584938305,81.12421629639988,150.30650201246522,-61.09945530849521,-40.14381199993255,-138.2854248998976,-0.9148031509994408,-3.210242997505053,0.47428686219365207,0.5241060666934512,53.15628766572921,48.0,0.6591000401767778,20.0,0.42828445158698275,35.0,0.19325030132583368,53.0,0.47147448774608275,0.46303736440337484,4652,0.5045141874462596,0.27922860586580955,0.5827641623141824,4291,0.32393381496154744,0.36862193652069103,0.3451185214945761,3553,0.5164649591894174,0.1599035757332262,0.40116512655685016,2793,0.2849982098102399,0.18501406187223784,0.17014865407794294,1768,0.5209276018099548
5m,DAILY_ONLY,240,4978,95.70466535762934,60.52679723489107,26.463996905966567,122.10377314398224,219.71225979862746,-87.64698638842816,-59.37392969590949,-200.09380650200458,3.1108874723034097,-1.8328578419862795,0.48674166331860186,0.5110486139011651,108.02189634391321,98.0,0.7627561269586179,26.0,0.5735235034150261,55.0,0.3179991964644436,95.0,0.4939734833266372,0.48372840498192043,4867,0.5052393671666324,0.3141824025713138,0.6299718762555243,4700,0.33276595744680854,0.4467657693852953,0.42567296102852553,4343,0.51208841814414,0.2304138208115709,0.5176777822418642,3724,0.30800214822771216,0.2900763358778626,0.27099236641221375,2793,0.5170068027210885
5m,FULL_ALIGNMENT,15,766,28.735337121236242,16.362319307746674,6.117571206998851,35.04675773151888,64.69782334121987,-25.425205855644368,-16.492825583795945,-56.68943522117886,1.068379549088841,-1.0547780499758908,0.47389033942558745,0.5221932114882507,7.026109660574413,6.0,0.36553524804177545,5.0,0.1566579634464752,6.5,0.04046997389033943,7.0,0.3093994778067885,0.26631853785900783,441,0.5374149659863946,0.13315926892950392,0.3028720626631854,334,0.30538922155688625,0.15013054830287206,0.1227154046997389,209,0.5502392344497608,0.03655352480417755,0.13315926892950392,130,0.2153846153846154,0.04046997389033943,0.03655352480417755,59,0.5254237288135594
