iter	TotalF1:average=Macro	MultiClass
887	0.8690156	0.561242457
888	0.8692997201	0.5609005184
889	0.8698279147	0.5606015259
890	0.8701537608	0.5602964808
891	0.8701347951	0.5599446266
892	0.8701180788	0.5597596903
893	0.8701693797	0.559595188
894	0.8696060746	0.5592714298
895	0.8699620303	0.5590348957
896	0.870343491	0.5588314535
897	0.8707725472	0.558542343
898	0.870276475	0.5584596172
899	0.8702645827	0.5583550954
900	0.8707318159	0.5580483974
901	0.8713995739	0.5576460271
902	0.871174179	0.5573695878
903	0.8711571879	0.5570636142
904	0.8712516604	0.5568057143
905	0.8716039954	0.5565291298
906	0.8715731318	0.5562508174
907	0.8712820274	0.5558903164
908	0.8716919654	0.5555983548
909	0.8720815256	0.5553369944
910	0.8721839169	0.55505031
911	0.8726957574	0.5547019873
912	0.8727867267	0.5543828938
913	0.8725719488	0.5541465752
914	0.8726628947	0.5539017936
915	0.8726069283	0.5534943359
916	0.8732253371	0.5533719272
917	0.8733094419	0.5529746149
918	0.8738798841	0.5526607996
919	0.8741789876	0.5522975368
920	0.8743963473	0.5522152382
921	0.874461099	0.5518539851
922	0.8746316844	0.5515465233
923	0.8742376732	0.5511086642
924	0.8744723438	0.550886215
925	0.8746309998	0.5505413443
926	0.8747065983	0.5503150218
927	0.8748018906	0.5500155156
928	0.8747544648	0.5497564142
929	0.87525038	0.5494561458
930	0.8755919619	0.549059195
931	0.8754410614	0.5487276465
932	0.8755565721	0.5484620017
933	0.8758104919	0.548144742
934	0.8765092801	0.5479216045
935	0.876763428	0.5476851088
936	0.8764656961	0.5474108891
937	0.8769859741	0.5471523103
938	0.8773555543	0.5468593566
939	0.8774747	0.5465651479
940	0.8773995485	0.5463967145
941	0.8775502819	0.5461211859
942	0.8778522801	0.545798681
943	0.878693737	0.5454458144
944	0.8783918633	0.5451431732
945	0.8787919063	0.5449089972
946	0.8790937766	0.5445593644
947	0.8791533175	0.5442573893
948	0.8791464896	0.5440901236
949	0.8795161367	0.5438512492
950	0.8793454511	0.5436351083
951	0.8797574261	0.5432947292
952	0.8799672898	0.543062809
953	0.8795838578	0.542816419
954	0.8799414103	0.5425753736
955	0.879584044	0.542294841
956	0.880178702	0.5420134572
957	0.8801003783	0.5415709448
958	0.8799406109	0.5413124755
959	0.8808851489	0.5410050056
960	0.8812630388	0.5406726548
961	0.8812913518	0.5403705852
962	0.8814722492	0.5400628023
963	0.8818098563	0.5397490625
964	0.8820276794	0.5394330629
965	0.8821427616	0.5390140962
966	0.882274159	0.5387338933
967	0.8823346923	0.5385096755
968	0.882187695	0.538338648
969	0.8824341826	0.5381496835
970	0.8826085255	0.5378697852
971	0.8832479793	0.5375648037
972	0.8836055448	0.5371333427
973	0.8837798296	0.5368265985
974	0.8841794484	0.5364054632
975	0.8840765067	0.5361066975
976	0.884064179	0.5359844152
977	0.8840286003	0.5356975532
978	0.8841717244	0.535423241
979	0.8846554451	0.5352389998
980	0.8848966127	0.5350205625
981	0.8849083839	0.5347029226
982	0.8849051266	0.5344445761
983	0.884916041	0.5341957269
984	0.8853372905	0.5338595161
985	0.8857783117	0.5336286918
986	0.8861235035	0.5333097151
987	0.8861753237	0.533097553
988	0.885941647	0.5328143417
989	0.8856200771	0.5325663837
990	0.8859097923	0.5323230169
991	0.8867630516	0.5319999295
992	0.8869494732	0.53180257
993	0.8870253339	0.5315486771
994	0.8872122982	0.531187815
995	0.8872115386	0.5307826963
996	0.8871442973	0.5305355531
997	0.8875497026	0.5301966671
998	0.8877193433	0.5299308558
999	0.8871834748	0.5293355635
1000	0.887671413	0.5289899163
1001	0.8877310388	0.5286341807
1002	0.8882426375	0.5282793014
1003	0.8883217502	0.5280164792
1004	0.8881232109	0.5277227014
1005	0.8879723997	0.5274021088
1006	0.8885045857	0.5271589786
1007	0.8888232476	0.5268098024
1008	0.8889136546	0.526595861
1009	0.8895451888	0.5263232668
1010	0.8896432322	0.5259628102
1011	0.8898032955	0.5256805379
1012	0.8898149546	0.5254778056
1013	0.8896954023	0.5251611448
1014	0.8896599359	0.5249814245
1015	0.8893388189	0.5246516142
1016	0.8895610943	0.524538168
1017	0.8897474914	0.5243141316
1018	0.8894699979	0.5240405674
1019	0.8900085399	0.5238506025
1020	0.8895491094	0.523618186
1021	0.8901448087	0.5233782452
1022	0.8901884132	0.5230855818
1023	0.8902050013	0.5229257693
1024	0.8900781675	0.5227692702
1025	0.8900901865	0.5225987034
1026	0.8900663239	0.5224304892
1027	0.8899151928	0.5221933231
1028	0.8905228633	0.5219977315
1029	0.8904512629	0.521810438
1030	0.8904199469	0.5216129052
1031	0.8908197602	0.5212230407
1032	0.8912125644	0.5210252702
1033	0.8914779557	0.5207395225
1034	0.8915306687	0.5204848659
1035	0.8912964032	0.5202615254
1036	0.8917122942	0.5199306509
1037	0.8919304741	0.5196879525
1038	0.8922480402	0.5193413669
1039	0.8927959389	0.5190557281
1040	0.8929070567	0.518736332
1041	0.8930887814	0.5184651639
1042	0.8929502375	0.5182329037
1043	0.8932944775	0.5179469186
1044	0.8934930266	0.5177326304
1045	0.8934931887	0.5175721678
1046	0.8927955744	0.5174612551
1047	0.8938471797	0.5171487289
1048	0.8940605048	0.5168411703
1049	0.8940007837	0.5167062343
1050	0.894416976	0.5164943813
1051	0.8936011858	0.5162937162
1052	0.8936876128	0.5160669749
1053	0.8936642031	0.5157475226
1054	0.89457208	0.5155261377
1055	0.8949887058	0.5153216556
1056	0.8948427018	0.5151322395
1057	0.8946680132	0.5149047225
1058	0.8945527655	0.5147599191
1059	0.8951077259	0.5144982832
1060	0.8948586988	0.5142598108
1061	0.8951439458	0.5140303276
1062	0.8952513645	0.5137663787
1063	0.8952511817	0.5135379242
1064	0.8946645462	0.5132679356
1065	0.8950693367	0.5129344526
1066	0.8958744066	0.5125451233
1067	0.8955371505	0.5122311023
1068	0.8958080118	0.5118094007
1069	0.8959829936	0.5115731006
1070	0.8965819653	0.5112942346
1071	0.8963200975	0.5111734112
1072	0.8967002071	0.5108472359
1073	0.8971172686	0.5106012527
1074	0.8973386571	0.5103652261
1075	0.897038019	0.5100637858
1076	0.8970745213	0.5097785611
1077	0.8972256465	0.5096511943
1078	0.8972139287	0.5095055231
1079	0.8974117409	0.509389682
1080	0.8970749873	0.5092978207
1081	0.8974484147	0.5089715013
1082	0.8971348631	0.5088317862
1083	0.8970353264	0.5085715935
1084	0.8973362157	0.5084630034
1085	0.8976261386	0.5081896574
1086	0.8983722671	0.5079670811
1087	0.8982576994	0.5077532115
1088	0.8988248611	0.5074141076
1089	0.8991813998	0.5071975317
1090	0.8988801303	0.5069328837
1091	0.8990784458	0.5065821375
1092	0.8996054852	0.5062703361
1093	0.8997009741	0.5059950374
1094	0.8997249901	0.5057355918
1095	0.899772843	0.5055262937
1096	0.8993923071	0.5053662368
1097	0.8996220585	0.5049347558
1098	0.8999427417	0.5045798453
1099	0.9000148452	0.5043152979
1100	0.9004310272	0.5041024444
1101	0.9002321287	0.5038718598
1102	0.9005582699	0.5035745231
1103	0.900581657	0.5034328232
1104	0.9010265874	0.5032708382
1105	0.9014669388	0.5029023134
1106	0.901661307	0.5025372456
1107	0.9014946221	0.5021896249
1108	0.9017488489	0.5020181893
1109	0.9016021424	0.5017026016
1110	0.9020383519	0.501384298
1111	0.9020583463	0.5011670496
1112	0.9021295494	0.5008734794
1113	0.9021221857	0.5006501595
1114	0.9021460279	0.5003638111
1115	0.9021390799	0.5000791553
1116	0.9022333754	0.4998045896
1117	0.9020354029	0.4995664084
1118	0.9022580919	0.499212191
1119	0.9024436235	0.4990027278
1120	0.9023046115	0.4988030841
1121	0.9025390453	0.4985812667
1122	0.9025034001	0.4983122005
1123	0.903406759	0.4980765366
1124	0.9035931368	0.4978607812
1125	0.903636812	0.497594429
1126	0.903645588	0.4973355366
1127	0.9035775021	0.4969927218
1128	0.9036694432	0.4966984181
1129	0.904101728	0.4964173111
1130	0.9040980479	0.4961520704
1131	0.9039948379	0.495899598
1132	0.9042172953	0.495634664
1133	0.9041263201	0.4953614502
1134	0.9043451248	0.4951782441
1135	0.9043332408	0.4948052564
1136	0.9045074165	0.4945810457
1137	0.9048764187	0.4943203369
1138	0.9047337669	0.4940618697
1139	0.9049162586	0.4938333113
1140	0.9052371656	0.4936224562
1141	0.9053572145	0.4933993348
1142	0.9054648176	0.4931281957
1143	0.9053847811	0.4928181674
1144	0.9058654236	0.4925395
1145	0.9059213462	0.4921033242
1146	0.9058499653	0.4919774583
1147	0.9058619262	0.4917846026
1148	0.905897691	0.4916207922
1149	0.9062662654	0.4914018451
1150	0.9065670736	0.4911491765
1151	0.906671229	0.4908860014
1152	0.9069287244	0.4905494271
1153	0.907036312	0.4903396513
1154	0.9068538621	0.4900949323
1155	0.9068777087	0.4898196771
1156	0.9069372142	0.489598557
1157	0.9071197799	0.489490249
1158	0.9070838987	0.4892599803
1159	0.9072427343	0.488938077
1160	0.907428937	0.4886497425
1161	0.9077892735	0.4884912545
1162	0.9077894439	0.4882413469
1163	0.9078380282	0.4880247091
1164	0.9082104858	0.4878479214
1165	0.9080827786	0.4874898672
1166	0.908491668	0.4872220195
1167	0.9085156599	0.4870527466
1168	0.9086473703	0.4868470843
1169	0.9088267332	0.4866501754
1170	0.9090150146	0.4862864027
1171	0.9087269207	0.4860324937
1172	0.9089371152	0.4858324634
1173	0.9094048235	0.4855321693
1174	0.9092548959	0.4853539601
1175	0.9094765245	0.4850743034
1176	0.9094883876	0.4848488237
1177	0.9098570307	0.4845977653
1178	0.9100515089	0.4843952436
1179	0.9096824436	0.4842639203
1180	0.9098927916	0.4839774895
1181	0.9103002404	0.4837126824
1182	0.9104231882	0.4834774247
1183	0.9106059347	0.4832931146
1184	0.910677654	0.4830865524
1185	0.9105272054	0.4827695298
1186	0.9107136993	0.4826109244
1187	0.9109202974	0.4824276358
1188	0.9109680894	0.4821734938
1189	0.9108292777	0.4819198947
1190	0.9110390241	0.4816849982
1191	0.9108922658	0.4813555758
1192	0.9109997182	0.481149915
1193	0.911083392	0.4809281954
1194	0.911155079	0.4807743994
1195	0.9111908954	0.4806577121
1196	0.9115957291	0.4803778658
1197	0.911571889	0.4801815064
1198	0.9115600554	0.4799232211
1199	0.9115003225	0.479735042
